pdb_id,CATH_ID
1X6I,1.10.150.250
4HIO,2.40.50.140
4R9X,3.20.20.380
3B9V,2.60.40.10
1HT6,3.20.20.80
1HT6,2.60.40.1180
4AOH,3.10.130.10
5FMT,1.10.418.50
3VC5,3.30.390.10
3VC5,3.20.20.120
5XWK,3.40.720.10
5XWK,3.30.1360.150
4HBA,3.10.200.10
3FDG,3.20.20.140
6G7M,1.10.645.10
6G7M,3.40.50.700
6G7M,4.10.480.10
5THN,3.10.200.10
5KV2,2.40.100.10
6DOE,3.30.420.10
2IV9,2.60.40.1150
2IV9,3.30.310.10
2IA1,3.30.500.20
2IA1,1.10.10.10
2YPV,2.60.40.1980
2YPV,2.40.160.90
2YPV,2.60.40.10
5E2E,3.40.710.10
3H0X,2.60.34.10
5IDD,1.10.530.10
1NK8,3.30.420.10
1NK8,1.20.1060.10
1NK8,3.30.70.370
1NK8,1.10.150.20
4C4K,2.60.40.10
1GQ1,1.10.760.10
1GQ1,2.140.10.20
4WS2,3.40.470.10
2YIH,2.60.40.1180
2YIH,3.20.20.80
3O1K,3.30.1130.10
1H5E,1.10.520.10
1H5E,1.10.420.10
4AM2,1.20.1260.10
4X7F,2.40.510.10
4X7F,2.40.30.120
4X7F,2.60.40.10
1AZV,2.60.40.200
4QGO,3.40.570.10
5ZMJ,2.60.40.10
5KVY,3.30.70.330
1DSZ,3.30.50.10
3ZYE,2.40.10.10
5U1Z,3.40.640.10
5U1Z,3.90.1150.10
5K7A,2.60.40.420
1R6J,2.30.42.10
3L61,1.10.630.10
1PA7,1.10.418.10
3DSE,3.90.1240.10
3GSW,3.30.500.10
3GSW,2.60.40.10
5EH9,3.60.15.10
4NL5,3.30.70.100
2PBK,3.20.16.10
1J2R,3.40.50.850
3U6G,2.60.60.60
2IHD,1.10.196.10
2IHD,1.10.167.10
3ET4,3.40.50.1000
2CA2,3.10.200.10
2PPE,2.60.40.420
3UNQ,2.40.10.10
2JI3,2.20.28.100
2JI3,2.60.40.730
5CDE,3.40.350.10
5CDE,3.90.230.10
1UED,1.10.630.10
2QQ4,3.90.1010.10
3I8Z,2.40.50.40
4P18,1.20.1260.10
4HNL,3.30.390.10
4HNL,3.20.20.120
5MLX,3.40.50.1820
3DC5,1.10.287.990
3DC5,3.55.40.20
3FPR,2.30.130.100
4ATE,2.60.120.200
2G3R,2.30.30.140
2G3R,2.30.30.30
4TQ1,3.10.20.90
4TQ1,3.10.20.620
4TQ1,1.10.246.190
2YGY,3.20.20.70
1MOF,1.10.287.210
2VUA,2.60.120.200
2VUA,2.80.10.50
2WH6,1.10.437.10
1GH4,1.20.90.10
1IUQ,1.10.1200.50
1IUQ,3.40.1130.10
5PCH,1.20.920.10
4X5W,3.10.320.10
4X5W,2.60.40.10
5E7B,2.60.40.10
4CCX,1.10.520.10
4CCX,1.10.420.10
4ES2,3.30.70.240
4GKG,1.20.5.170
3EMM,2.40.128.20
5PQB,1.20.920.10
1UX6,4.10.1080.10
1UX6,2.60.120.200
3SOU,3.30.40.10
1EYH,1.25.40.90
3SHG,1.10.3290.10
3SHG,1.10.8.1050
4XFS,2.80.10.50
2CHE,3.40.50.2300
1AJK,2.60.120.200
2R32,1.20.5.170
2R32,2.60.120.40
1FZ7,1.10.620.20
1FZ7,1.20.1280.10
1FZ7,1.20.1280.30
5Y0L,3.60.70.12
1OZM,3.20.20.105
3DJH,3.30.429.10
1TU1,3.40.1000.10
1VMF,2.60.120.460
2WAO,2.60.120.260
2WAO,3.40.50.1110
4NQ2,3.60.15.10
5F8X,2.40.10.10
5AC3,3.90.1300.10
1GOG,2.60.120.260
1GOG,2.130.10.80
1GOG,2.60.40.10
4ARV,3.40.50.1240
2QH7,3.40.5.90
1X2I,1.10.150.20
4D3P,3.90.190.10
3ZN2,3.40.50.720
1QWZ,2.40.260.10
3M7L,1.50.10.150
4HEO,1.10.8.10
3FUO,2.60.120.200
3FUO,2.80.10.50
6G3M,3.20.20.140
3TBO,3.40.5.90
1I4J,3.90.470.10
6DKE,3.40.50.10170
5Q88,3.60.15.10
5Q88,3.40.50.12650
4N2A,2.60.40.1860
4N2A,2.60.40.1700
4N2A,3.75.10.10
4EJ5,3.90.1240.10
4GWR,3.40.30.10
1E8A,1.10.238.10
1UO9,2.60.120.330
5UX1,1.20.1260.10
3ZNY,3.40.710.10
4HC9,3.30.50.10
3ERJ,3.40.1490.10
2NVF,2.102.10.10
2QAP,3.20.20.70
3LZK,3.90.850.10
3LEC,3.40.50.150
3LEC,1.10.287.1890
1R9X,2.30.40.10
1R9X,3.20.20.140
3SMD,3.90.79.10
5P53,2.40.70.10
3AVA,3.30.420.10
3DVS,3.40.50.200
2I3H,1.10.1170.10
5OZH,2.40.70.10
4KO1,1.10.645.10
4KO1,3.40.50.700
4KO1,4.10.480.10
2BXY,2.60.40.10
2BXY,3.20.20.80
2BXY,1.10.10.760
2BXY,2.60.40.1180
2BCQ,1.10.150.110
2BCQ,1.10.150.20
2BCQ,3.30.460.10
2BCQ,3.30.210.10
4TOG,1.20.1260.10
1GMX,3.40.250.10
2BQK,1.10.530.10
1KUG,3.40.390.10
1GFJ,1.10.530.10
5CGS,3.40.710.10
4HQZ,3.40.30.10
4LYI,1.20.920.10
223L,1.10.530.40
3T6P,1.10.1170.10
3T6P,1.10.8.10
3T6P,1.10.533.10
4ODS,2.60.40.10
4FR7,3.60.15.10
6BJ3,3.30.500.10
6BJ3,2.60.40.10
1DK0,3.30.1500.10
2R1H,1.10.490.10
1P3N,1.10.530.40
4G6K,2.60.40.10
1TZU,1.10.940.10
5PFV,1.20.920.10
5WNW,1.20.120.1490
6DPB,3.30.420.10
4GNU,3.40.710.10
4GGG,1.10.10.10
4Q7P,3.10.200.10
1O7W,3.90.380.10
1O7W,2.102.10.10
1O7W,3.10.450.50
3EIM,3.10.170.10
3EIM,1.10.390.10
4NOH,3.30.70.3060
4NOH,2.40.40.60
2D48,1.20.1250.10
3LQN,3.10.580.10
2HF7,3.40.50.1000
1EUH,3.40.605.10
1EUH,3.40.309.10
3QL2,3.10.130.10
1SBH,3.40.50.200
2AL0,2.40.128.20
2ON8,3.10.20.10
5D7K,2.60.40.10
5HIJ,3.40.50.150
3DMV,1.10.530.40
4MSQ,3.40.140.10
4MSQ,3.10.20.90
4FYJ,3.40.50.1470
1DYQ,3.10.20.120
1DYQ,2.40.50.110
4RN5,2.60.120.260
4FDB,2.40.50.140
2I8E,3.30.70.240
3N6Q,3.20.20.100
3IV4,3.40.30.10
3WC4,3.40.50.2000
4E0A,3.40.630.30
1EE8,3.20.190.10
1EE8,1.10.8.50
4H0S,1.20.90.10
2Z3Q,1.20.1250.70
2Z3Q,2.20.28.230
5Q6N,3.60.15.10
5Q6N,3.40.50.12650
5F4X,3.20.20.70
4EHK,3.40.50.1460
1ES2,3.40.710.10
5NNF,1.20.920.10
4LPL,2.60.120.260
3JRR,2.80.10.50
1CVL,3.40.50.1820
1CAD,2.20.28.10
3CXK,2.170.150.20
4HVW,2.30.30.40
3QZS,1.20.920.10
2OGQ,3.30.1120.30
2HMJ,3.90.380.10
2HMJ,2.102.10.10
2HMJ,3.10.450.50
1QQF,1.50.10.20
2W87,2.60.120.260
5P3I,2.40.70.10
1MWQ,3.30.70.1060
6BO0,3.40.30.10
4DEF,3.20.20.70
5I9B,3.40.50.1460
2IN9,2.170.16.10
4KMG,1.10.760.10
5Q48,3.60.15.10
5Q48,3.40.50.12650
4A46,3.30.70.100
4GSR,2.60.40.3710
4GSR,2.40.440.10
3PWN,3.30.500.10
3PWN,2.60.40.10
3PBF,3.10.100.10
3EUX,3.10.130.10
5PYM,3.30.40.10
5PYM,1.20.920.10
3WJG,2.40.128.20
3LHQ,1.10.357.10
1ELK,1.25.40.90
2JJW,2.60.40.10
4UNL,3.20.20.70
3QC5,2.60.40.3260
3QC5,2.60.40.4140
3QC5,3.10.20.890
1ZAL,3.20.20.70
3ADG,3.30.160.20
4FBS,1.10.274.70
4F8C,3.10.20.90
2I6V,2.30.42.10
1SGE,2.40.10.10
1SGE,3.30.60.30
4JJB,2.30.30.40
5DFX,3.30.450.40
2OS5,3.30.429.10
3HLH,2.120.10.30
5P13,2.40.70.10
2FNN,3.10.200.10
5TC2,2.30.30.10
1DPT,3.30.429.10
3BE6,3.40.50.1980
4TRU,3.30.429.10
4G92,6.10.250.2430
4G92,1.10.20.10
1R3D,3.40.50.1820
2W1P,1.20.1080.10
4XZD,3.30.1500.10
3HZB,2.60.20.10
4MXN,2.160.20.10
2P7I,3.40.50.150
3KEL,3.40.1010.20
3KEL,3.40.50.11270
2POS,1.10.239.10
1YSO,2.60.40.200
4ETV,1.10.490.160
6CI8,3.40.50.720
5X5R,3.20.80.10
1F5W,2.60.40.10
1UYZ,2.60.120.260
1UDR,3.40.50.2300
1LR6,3.10.120.10
5UMJ,3.30.429.10
2UX1,1.20.1260.10
1SZ7,3.30.1380.20
2AQT,2.60.40.200
5OF8,2.60.40.420
4LUI,3.20.20.70
2O4D,1.20.1290.10
5F7A,2.60.40.420
1M6J,3.20.20.70
4FN7,3.90.226.10
3OR3,3.40.1440.50
3QJH,2.60.40.10
2ZND,1.10.238.10
5FOK,2.170.130.10
5FOK,2.40.170.20
4ZPC,3.30.70.270
4ZPC,1.20.960.20
3BSW,3.40.50.20
3BSW,2.160.10.10
1RI8,2.60.40.10
1RI8,1.10.530.10
5BUV,2.60.120.10
4G2K,1.10.287.210
1E2R,1.10.760.10
1E2R,2.140.10.20
5PBV,1.20.920.10
5P8F,2.40.70.10
4KRD,3.30.200.20
4KRD,1.10.510.10
4KRD,1.10.472.10
5PPP,1.20.920.10
4LE9,2.30.30.40
4YTL,2.30.30.30
5WXQ,2.40.10.10
1ECN,1.10.490.10
1O3W,1.20.90.10
1WME,3.40.50.200
1WME,2.60.120.380
1LKO,1.20.1260.10
1LKO,2.20.28.10
5HLX,1.10.490.10
1M44,3.40.630.30
3HXS,3.40.30.10
194L,1.10.530.10
4M7G,2.40.10.10
4QIF,3.30.70.1710
4FGP,3.10.620.30
1DGW,2.60.120.10
1DGW,2.60.120.1450
1DGW,1.10.10.840
5ZOA,3.40.50.1820
5OMK,1.10.620.20
5P60,2.40.70.10
1N0R,1.25.40.20
1RWY,1.10.238.10
1IP5,1.10.530.10
5GIS,2.60.40.10
1EA8,1.20.120.20
2A0M,3.40.800.10
1LI9,3.40.710.10
5Q2N,3.60.15.10
5Q2N,3.40.50.12650
1YXL,1.20.90.10
4O4T,1.10.490.10
3M6Z,6.10.250.950
3M6Z,1.10.150.740
5NJF,3.30.2290.10
2CX1,3.10.450.120
2CX1,2.30.130.10
4M51,2.30.40.10
4M51,3.20.20.140
5XRY,3.40.50.970
5XRY,3.40.50.920
1JZM,1.10.490.10
5FFN,3.40.50.200
5FFN,3.30.10.10
2Y3Z,3.40.718.10
5P6W,2.40.70.10
4ZGF,2.40.128.270
1Y02,1.10.720.140
4E19,3.30.420.10
4HPC,2.40.128.20
1KF4,3.10.130.10
1BAM,3.40.91.20
3L3U,3.30.420.10
4GAX,1.10.600.10
4GAX,1.50.10.130
4IQ2,3.10.50.40
5PGS,1.20.920.10
3TMC,1.10.3210.10
1J23,3.40.50.10130
1YV6,3.10.130.10
3WMU,2.80.10.50
1PQO,1.10.530.40
2H68,2.130.10.10
4UQZ,1.25.40.10
2YWJ,3.40.50.880
5EXQ,1.10.760.10
4J5F,3.60.15.10
4YYI,1.20.920.10
3UN2,3.40.720.10
3UN2,3.30.70.1250
6AO9,3.30.70.1230
1CP6,3.40.630.10
5H9K,2.40.128.20
3AGU,1.20.120.50
6M7W,1.20.120.160
4JMP,3.40.50.300
5B29,2.40.128.20
3K0P,2.40.100.10
5OYV,2.40.70.10
3FP3,1.25.40.10
1DLT,2.60.130.10
1E59,3.40.50.1240
4YI9,1.10.238.10
3II7,2.120.10.80
5NHW,2.60.40.10
3H56,2.60.40.420
3GZK,2.60.40.10
3GZK,1.50.10.10
4WEE,2.60.40.150
2CO4,2.60.40.1570
1JCV,2.60.40.200
2O7R,3.40.50.1820
1CIO,1.10.490.10
1M9X,2.40.100.10
1M9X,1.10.375.10
1HD3,2.30.30.40
4XF4,2.60.120.10
2FH8,2.60.40.1130
2FH8,2.60.40.10
2FH8,3.20.20.80
2FH8,2.60.40.1180
4HGF,1.10.630.10
5MER,3.30.500.10
5MER,2.60.40.10
2ZJD,3.10.20.90
3G21,1.10.1200.30
4YWZ,3.30.450.20
3TDF,3.20.20.70
3WDX,2.60.120.200
4LA9,3.40.190.10
2Z72,3.60.21.10
5CP1,3.40.30.10
6AT6,2.60.40.10
4HZ8,3.20.20.80
4JRM,3.40.47.10
3HTS,1.10.10.10
4CXF,1.10.1740.10
4CXF,1.10.10.10
1XJ4,3.30.450.20
2FVY,3.40.50.2300
4QEF,3.10.200.10
3ZIB,1.20.120.1620
6FJI,3.10.200.10
5DLO,2.30.30.110
4XMG,2.40.128.20
5KTP,3.40.50.10800
1DQQ,2.60.40.10
4RF5,3.40.50.720
1RSY,2.60.40.150
4IVV,3.40.80.10
4S1W,3.40.50.10490
3GCT,2.40.10.10
4Z9X,3.40.50.720
1PT6,3.40.50.410
2YZ1,2.60.40.10
2CF7,1.20.1260.10
1QBZ,1.10.287.210
4JP7,2.40.40.10
2V6V,3.30.1520.10
5M9S,3.10.130.10
4WJB,3.40.630.10
4WJB,3.30.70.360
1JHS,3.40.1000.10
5SV2,3.40.50.1010
2XI2,3.30.70.270
1VK8,3.30.70.930
4K4K,2.60.40.2620
4K4K,2.60.40.2630
5P2W,2.40.70.10
1XXU,3.40.30.10
2D8E,1.20.59.10
1OQ1,2.60.120.200
5XLE,1.10.645.10
5XLE,3.40.50.700
5XLE,4.10.480.10
4KLU,1.10.150.110
4KLU,1.10.150.20
4KLU,3.30.460.10
4KLU,3.30.210.10
2BC2,3.60.15.10
4RTV,2.30.30.40
3MAB,1.10.150.20
1E3O,1.10.260.40
1E3O,1.10.10.60
3WIU,3.30.70.80
3WIU,3.40.50.200
4H91,1.10.530.10
3H3L,2.60.120.560
4M1X,3.30.1360.240
5JO5,2.60.40.10
4Q9G,2.80.10.50
4AW4,1.10.8.390
4AW4,3.80.10.10
4AW4,2.60.40.1220
1AOP,3.90.480.10
1AOP,3.30.413.10
1B85,1.10.520.10
1B85,1.10.420.10
5ZWL,2.60.15.10
5ZWL,1.10.287.540
1HBI,1.10.490.10
1R2R,3.20.20.70
1VDQ,1.10.530.10
5D9B,2.120.10.30
2QHD,1.20.90.10
3VFP,3.30.500.10
3VFP,2.60.40.10
5BY7,3.40.47.10
4P6B,3.40.710.10
5U4N,3.20.20.70
5PT1,1.20.920.10
2BJE,3.30.70.100
2EJW,3.40.50.720
2EJW,3.30.360.10
2Q52,1.10.3520.10
3RXA,2.40.10.10
1CEO,3.20.20.80
5CNG,1.10.490.10
4HCF,2.60.40.420
5DO6,2.10.60.10
3FEL,2.40.128.20
3P5U,3.90.70.10
2RIZ,3.90.550.10
3U09,3.40.50.720
5KW7,2.60.110.10
4RKY,3.40.50.880
5YD7,3.60.15.10
2Y2C,3.40.80.10
2DUL,3.40.50.150
2DUL,3.30.56.70
1I2A,3.30.190.20
1I2A,3.40.50.790
1MYH,1.10.490.10
4C5P,3.30.2140.10
4C5P,2.40.128.150
2YJM,1.10.3480.10
5EKT,3.40.50.1470
3EWO,3.40.220.10
1FA7,3.10.180.10
4R19,3.50.4.10
5ZNO,3.40.50.1820
3SRI,3.50.4.10
3HPS,3.20.20.70
3HPS,3.30.160.270
3HPS,1.10.287.1400
3HPS,1.10.1220.20
1R7O,3.20.20.80
2QMA,1.20.1650.10
2QMA,3.90.1150.10
2QMA,3.40.640.10
1OOG,1.10.238.20
5YRX,3.30.1310.10
5DVI,3.40.190.10
2BVP,3.30.500.10
2BVP,2.60.40.10
1VWH,2.40.128.30
1J3W,3.30.450.30
4PEO,3.30.70.1490
4GS3,2.40.50.140
2X46,2.40.128.20
2WDC,3.60.21.10
2WDC,6.10.140.570
2WDC,3.90.780.10
5M5S,2.130.10.110
3SP3,1.10.530.10
1UFI,1.10.287.1090
1JDS,3.40.50.1580
4OIX,3.30.70.100
1NLB,2.60.40.10
5XOS,3.30.500.10
5XOS,2.60.40.10
2ASK,2.10.90.10
3FQW,3.30.500.10
3FQW,2.60.40.10
4OBJ,2.40.70.10
3MYX,2.60.120.10
1M8A,2.40.50.40
3MDP,2.60.120.10
2G4W,3.10.130.10
4TR6,3.10.150.10
4TR6,3.70.10.10
1FHJ,1.10.490.10
3TLQ,3.20.20.450
3KZ5,6.10.140.1550
3MRJ,3.30.500.10
3MRJ,2.60.40.10
1TXL,2.40.128.20
1TCD,3.20.20.70
2YAP,2.60.40.420
5PDM,1.20.920.10
215L,1.10.530.40
3TZK,3.40.50.720
1WCV,3.40.50.300
2RGI,1.10.238.10
1WQP,1.10.530.10
4CRW,1.25.40.180
4CRW,3.40.50.300
2GXG,1.10.10.10
3V1T,3.40.50.720
1EZM,3.10.170.10
1EZM,1.10.390.10
3O7M,3.40.50.2020
3SIL,2.120.10.10
4ZW2,2.30.30.40
4ZW2,3.40.50.300
2R47,3.40.50.2300
3ZQM,6.10.140.2160
1FF4,2.10.60.10
1SUG,3.90.190.10
1OFJ,1.10.490.10
3DKM,2.30.30.40
2XLE,1.20.120.10
3KSN,2.50.20.10
5VWC,2.30.42.10
5WJ8,2.60.40.60
5C9K,2.60.40.10
1J8T,1.10.800.10
2Q12,1.20.1270.60
1H91,2.40.128.20
3F0P,3.30.450.410
1LK0,3.40.50.2300
5Q4E,3.60.15.10
5Q4E,3.40.50.12650
1NXM,2.60.120.10
6OBZ,2.60.40.10
1UKF,3.90.70.20
5VG3,2.60.120.10
3CVB,2.60.40.420
4HTN,1.10.530.10
3DI7,3.10.130.10
3FVT,3.40.50.1820
1T7E,3.30.30.10
1MGN,1.10.490.10
2REZ,3.30.530.20
3W9V,3.40.190.10
2VMI,2.60.120.1060
3DW1,3.40.50.200
1FMG,2.40.10.10
2BY7,2.40.10.10
1U84,1.10.340.20
4GXW,3.20.20.140
4GCO,1.25.40.10
4Q3X,1.10.800.10
3A3V,1.50.10.10
4J9Q,3.30.70.270
4J9Q,3.40.1170.60
4J9Q,1.10.150.20
4J9Q,3.30.1490.100
4NKP,3.30.450.150
4O45,2.130.10.10
1EQP,3.20.20.80
6F1M,1.10.530.10
1LYQ,2.60.40.1220
1ABS,1.10.490.10
3LFH,3.40.50.510
2JHN,3.30.310.20
2JHN,1.10.340.30
2JHN,1.10.1670.10
2XJV,2.60.120.1560
2XJV,6.20.60.20
1HJT,1.10.490.10
1I39,3.30.420.10
1I39,1.10.10.460
2QPO,3.40.50.300
2QPO,3.30.60.20
4M0A,1.10.150.110
4M0A,1.10.150.20
4M0A,3.30.460.10
4M0A,3.30.210.10
3AWF,3.90.190.10
3AWF,2.60.40.1110
1ORU,2.40.33.20
3K2G,3.20.20.140
1FK1,1.10.110.10
5K4F,2.30.42.10
5OFE,2.60.40.420
4W8T,2.160.20.10
4GA9,2.60.120.200
3DPJ,1.10.357.10
2PTX,3.30.390.10
2PTX,3.20.20.120
3VZA,3.30.457.50
3U3L,3.40.33.10
6A4S,3.40.50.880
1N7F,2.30.42.10
1RIE,2.102.10.10
3RKD,2.60.40.10
1UIW,1.10.490.10
1LB3,1.20.1260.10
6ETL,3.10.130.10
1O85,3.40.30.10
2WUK,6.10.250.660
3Q7C,3.30.420.410
1UBI,3.10.20.90
4LEF,3.20.20.140
2A7A,2.60.120.200
5Q9B,3.60.15.10
5Q9B,3.40.50.12650
5UKA,3.40.30.10
1CKF,1.10.530.10
3K01,3.40.190.10
2I27,2.60.40.10
3QOM,3.20.20.80
3MUX,3.20.20.70
6DCM,2.40.20.10
3DN4,1.10.530.40
4G7P,1.20.910.10
3E9V,3.90.640.90
1MLK,1.10.490.10
2RJW,1.10.950.10
5NH8,3.20.20.150
5PUU,1.20.920.10
211L,1.10.530.40
3IDG,2.60.40.10
2C4N,3.40.50.1000
3H2Z,3.40.50.720
3H2Z,1.10.1040.10
1YO0,3.10.200.10
4N8C,2.60.40.10
3LDY,3.30.40.220
4H11,2.30.42.10
1F18,2.60.40.200
3F37,1.20.1260.10
4NPM,2.60.120.590
4ZE8,3.40.190.10
4ZE8,3.90.76.10
4ZE8,3.10.105.10
1O1N,1.10.490.10
1SXU,2.40.128.20
4UCF,3.20.20.80
4UCF,3.40.50.880
4UCF,2.60.40.1180
3QM7,1.10.490.10
1HAW,2.60.40.420
1SQG,1.10.940.10
1SQG,1.10.287.730
1SQG,3.30.70.1170
1SQG,3.40.50.150
5DPZ,2.40.70.10
1MJ5,3.40.50.1820
4DM2,3.20.20.80
5VZQ,1.10.490.10
4FZO,1.20.1270.90
5VEI,2.30.30.40
3BO8,3.30.500.10
3BO8,2.60.40.10
4IEY,2.60.120.10
5OKB,3.20.20.80
3E02,3.20.20.70
3KON,3.10.200.10
4PMZ,3.20.20.80
1L64,1.10.530.40
1RUP,2.60.40.10
2MYC,1.10.490.10
4H1X,3.40.190.10
5Q7S,3.60.15.10
5Q7S,3.40.50.12650
1YHI,2.40.155.10
1ET7,2.60.40.420
4F25,3.30.70.330
1RNB,3.10.450.30
1ZI8,3.40.50.1820
3CYP,3.30.1330.60
2H6E,3.90.180.10
2H6E,3.40.50.720
4HBT,3.40.710.10
1CPC,1.10.490.20
6DOX,3.30.420.10
6G0R,1.20.920.10
2Y1Q,1.10.1780.10
5P4N,2.40.70.10
4ZZE,3.40.190.10
1XED,2.60.40.10
1MXV,3.40.190.10
257L,1.10.530.40
1W3W,1.10.220.10
4N6T,3.10.450.10
3BHQ,1.10.357.10
6IX6,3.40.50.1470
3W3B,2.60.40.180
3BVK,1.20.1260.10
5A6O,3.30.200.20
5A6O,1.10.510.10
5PEJ,1.20.920.10
1LGW,1.10.530.40
5WMK,3.90.1150.10
5WMK,3.40.640.10
1F65,1.10.490.10
5EVH,3.10.450.50
1V0R,3.30.870.10
1ZWY,3.90.950.10
2HL9,1.10.418.20
2HL9,3.30.310.130
4JKG,3.30.420.230
4JKG,1.20.80.40
2XFV,3.10.260.30
5FW7,2.60.40.180
5P28,2.40.70.10
4DD5,3.40.47.10
5ZYC,3.20.20.150
5OBE,3.10.130.10
4XFA,2.60.120.10
3R6H,3.90.226.10
4W4T,3.40.50.720
3VHG,2.60.110.10
3KFQ,3.90.70.10
3KFQ,3.10.450.10
3BT5,1.20.1260.10
1E30,2.60.40.420
1IZ7,3.40.50.1820
1KRL,6.20.50.130
1KRL,6.10.140.2000
1YTT,3.10.100.10
1DXE,3.20.20.60
3CBY,2.30.42.10
2WCQ,3.10.129.140
3C8I,2.40.410.10
2NQ5,3.20.20.210
1T1V,3.40.30.10
3UZJ,3.20.20.70
3UEB,3.30.300.100
4ZCN,2.40.10.500
4QQ2,2.60.120.40
3R42,3.10.110.10
1XQO,1.10.1670.10
1XQO,1.10.340.30
1MOY,2.40.128.30
2P68,3.40.50.720
6DTU,3.40.190.10
1QWH,2.60.40.180
5W3R,3.30.505.10
4KZW,3.10.100.10
1KP6,3.30.70.440
6BU2,3.10.180.10
3C63,1.20.120.10
3IUO,1.10.10.1390
2EJ8,2.30.29.30
1BYI,3.40.50.300
2RDC,1.10.287.800
4EL7,2.60.110.10
2GBM,3.10.20.90
5H5S,3.40.30.10
6F9X,1.10.530.10
2EX2,3.40.710.10
2EX2,3.50.80.20
1M59,3.10.120.10
5LUL,3.40.50.1820
1QG8,3.90.550.10
3QI7,3.40.50.11400
3QI7,3.40.50.11390
3QI7,3.30.30.130
3D2Q,3.30.1370.210
1JM1,2.102.10.10
2B4W,2.115.10.20
4ZO2,3.60.15.10
3OLQ,3.40.50.12370
4JPD,3.30.920.10
5ONP,3.10.170.10
5ONP,1.10.390.10
5P75,2.40.70.10
1K1E,3.40.50.1000
4TXW,2.60.120.260
3OEC,3.40.50.720
6E6S,1.10.10.1100
1R9F,3.30.390.180
4KQ3,2.60.40.10
2W7R,2.30.42.10
1L24,1.10.530.40
5NRY,3.20.20.140
3PF2,2.60.40.740
3PF2,2.60.40.10
4BZF,2.70.98.10
5Q3S,3.60.15.10
5Q3S,3.40.50.12650
1YDI,1.20.120.230
4EZX,2.60.34.10
4EZX,1.20.1270.10
3NIL,2.10.110.30
4WOG,2.100.10.30
3GOE,3.10.20.90
4ZOY,2.130.10.10
5ZN0,1.10.510.10
5ZN0,3.30.200.20
3QBP,1.10.275.10
3QBP,1.20.200.10
3QBP,1.10.40.30
1T6S,1.10.10.10
4DIY,2.60.110.10
1CLC,2.60.40.10
1CLC,1.50.10.10
5N89,2.40.128.30
5P0N,2.40.70.10
4RDS,1.10.530.10
5W8O,3.40.50.1820
3PFY,3.30.200.90
3PFY,6.10.20.180
4BX0,3.40.50.1000
1YB3,3.30.930.10
4WM1,1.10.530.10
2YCG,1.10.520.10
2YCG,1.10.420.10
4YEF,2.60.40.10
4JNU,1.20.5.170
2V27,1.10.800.10
6JPT,3.30.230.90
4AG1,2.40.10.10
4AG1,2.30.30.40
1ZSY,3.90.180.10
1ZSY,3.40.50.720
3AAL,3.20.20.150
3K1U,2.115.10.20
5V5J,1.10.490.10
5ZGI,3.60.15.10
4JGG,3.40.50.1110
4XIO,2.60.120.200
4XIO,2.120.10.10
4XIO,2.40.220.10
3MD1,3.30.70.330
4TOZ,3.40.190.10
4TOZ,3.90.76.10
4TOZ,3.10.105.10
1R0I,2.20.28.10
4XWI,3.90.550.10
3TL2,3.40.50.720
3TL2,3.90.110.10
4L3X,1.10.287.3080
4L3X,1.10.1130.10
4L3X,1.20.140.10
3VYO,2.60.40.3710
3VYO,2.40.440.10
2FYM,3.30.390.10
2FYM,3.20.20.120
3VDG,3.30.390.10
3VDG,3.20.20.120
1YBZ,1.20.59.10
1BN6,3.40.50.1820
4E9Q,2.60.40.420
1RHS,3.40.250.10
2YV9,3.40.30.10
2YV9,1.20.1050.10
1IV7,3.10.450.10
1S18,2.120.10.100
4J45,1.10.1170.10
1VPB,3.30.2290.10
1KNL,2.80.10.50
4IYJ,3.40.50.1110
4WFJ,3.40.50.1820
3Q6Q,2.40.510.10
3Q6Q,2.40.30.120
4LDT,3.30.200.60
4LDT,1.20.1300.20
4LDT,3.10.20.90
4LDT,3.10.110.10
3LV4,2.115.10.20
3LV4,2.40.128.10
4JE1,3.40.30.10
3HG7,3.40.50.720
2EVH,2.60.40.1390
3UAB,2.60.40.420
1AK1,3.40.50.1400
5I4X,1.10.530.10
3OO8,3.40.190.10
6FR5,2.60.40.10
2XS4,3.40.390.10
1JKG,3.10.450.50
3G36,1.20.890.10
5TNX,3.90.180.10
5TNX,3.40.50.720
4DNV,2.130.10.30
2ZYC,1.10.530.10
2ZYC,2.10.70.40
3PKV,3.10.180.10
1GB3,1.10.530.10
3IQO,1.10.238.10
1NJ4,3.40.710.10
1NJ4,2.60.410.10
1L0J,1.10.530.40
1IHB,1.25.40.20
4CKQ,2.60.40.1180
4CKQ,3.20.20.80
2CWL,1.20.1260.10
1H4A,2.60.20.10
2CBD,3.10.200.10
3V8H,3.30.572.10
3AFI,3.40.50.1820
2Y52,3.40.605.10
2Y52,3.40.309.10
2DC3,1.10.490.10
5E69,3.30.50.10
1BE9,2.30.42.10
2TRX,3.40.30.10
5BN1,3.40.50.1110
4IBS,2.60.40.720
1U5X,2.60.120.40
1BS3,1.10.287.990
1BS3,3.55.40.20
5KNG,1.25.40.20
4WRU,3.40.470.10
5EG5,3.40.50.150
5EG5,3.40.5.100
3LM7,3.20.20.70
3NEL,2.40.50.140
3NEL,3.30.930.10
1GIF,3.30.429.10
1Q9O,2.60.40.10
3GKE,2.102.10.10
3GKE,3.90.380.10
5SW7,1.10.490.10
4ZKY,2.30.110.10
2QB6,3.90.1640.10
