UniProtID,BestPDBID(s),BestRfree
O69274,1KGN,0.196
O69756,3ELL,0.174
O70263,3VQG,0.175
O70624,5VR2,0.306
O70632,3LBW,0.188
O72142,5VAP,0.254
O73909,4X3A,0.219
O74017,2D3K,0.22
O74036,5QUM,0.28
O74499,6PPN,0.345
O74515,2CU9,0.237
O74859,3SP4,0.226
O74958,5EIM,0.309
O75044,4RTT,0.253
O75084,5T44,0.268
O75147,3KNB,0.218
O75164,5D6W,0.211
O75319,4MBB,0.223
O75334,7D2E,0.313
O75367,1ZR3,0.225
O75369,,
O75376,6XYX,0.206
O75475,5N88,0.246
O75521,2F6Q,0.275
O75531,6URL,0.251
O75533,4OZ1,0.193
O75604,2HD5,0.243
O75843,3ZHF,0.229
O75923,4CAH,0.235
O75970,2FCF,0.312
O76003,3ZYW,0.316
O76094,5WRV,0.219
O76242,4F6I,0.258
O76616,7D1L,0.224
O76745,4L1Y,0.25
O77044,1KSC,0.181
O77093,1FG4,0.237
O77421,3G7X,0.194
O78189,6VQD,0.204
O80992,3KL1,0.306
O82656,6KRW,0.188
O84835,4D8G,0.191
O84957,,
O85465,1QHZ,0.172
O86099,1TVN,0.149
O86309,1GX3,0.239
O87119,2C71,0.143
O88339,1EYH,0.203
O88992,4D7Y,0.27
O89100,2D0N,0.237
O89752,,
O92956,3O4N,0.204
O92972,5NPH,0.177
O93724,3EVK,0.265
O93874,3ITD,0.201
O94218,3VL8,0.185
O94244,6S1R,0.253
O94408,6PPN,0.345
O94580,5LN5,0.239
O94753,5FNE,0.236
O94813,,
O94901,6R15,0.206
O94925,5U0J,0.22
O95071,3PT3,0.267
O95166,6HYM,0.267
O95198,4CHB,0.176
O95243,4OFA,0.366
O95271,5GP7,0.179
O95390,5UHM,0.262
O95551,6Q01,0.158
O95630,3RZV,0.258
O95639,,
O95696,5PWA,0.326
O95714,3KCI,0.19
O95747,,
O95750,1PWA,0.176
O95833,3KJY,0.28
O95971,6NG9,0.272
O96048,2DRY,0.238
O96438,1EZK,0.218
O96445,,
P00004,3O20,0.255
P00044,6P43,0.23
P00083,1IO3,0.246
P00091,1FJ0,0.184
P00099,5XED,0.228
P00132,2FFN,0.203
P00138,1E84,0.221
P00142,,
P00154,,
P00171,3OZZ,0.211
P00172,3X35,0.171
P00178,1PO5,0.207
P00183,"3P6Q, 5GXG",0.199
P00198,1FDN,0.204
P00208,3EXY,0.177
P00214,7FDR,0.231
P00257,1AYF,0.218
P00259,1XLO,0.226
P00260,1B0Y,0.156
P00268,1T9Q,0.219
P00270,1RDG,0.146
P00273,,
P00280,1AZC,0.209
P00282,3UGE,0.274
P00289,1TEG,0.309
P00299,"4DP7, 4DP9",0.218
P00306,3KVS,0.169
P00311,3KVS,0.169
P00327,5VJ5,0.287
P00383,2GQV,0.167
P00431,3M27,0.542
P00432,,
P00433,"1H5H, 1H5F",0.192
P00436,,
P00437,,
P00439,1J8T,0.197
P00441,4NIP,0.365
P00442,"1SXA, 1SXC",0.164
P00445,1F18,0.165
P00446,1OAL,0.19
P00448,1I0H,0.151
P00451,3HNY,0.155
P00459,6N4J,0.262
P00519,1BBZ,0.493
P00523,5OB0,0.312
P00533,3G5Y,0.221
P00586,1RHS,0.185
P00590,1XZA,0.153
P00593,1MKS,0.229
P00634,1Y7A,0.227
P00642,1CKQ,0.212
P00644,3T16,0.26
P00648,1X1Y,0.233
P00649,4HAA,0.204
P00651,1Q9E,0.213
P00654,,
P00690,,
P00692,1E43,0.151
P00693,1HT6,0.136
P00698,1LKS,0.867
P00703,1TEW,0.265
P00705,5V94,0.216
P00709,1B9O,0.192
P00712,,
P00720,1QTH,0.295
P00722,,
P00727,,
P00730,3KGQ,0.18
P00734,3S7K,0.4
P00735,,
P00740,5F86,0.187
P00742,1C5M,0.344
P00746,4CBN,0.242
P00747,7E50,0.275
P00748,4BDX,0.277
P00749,4X1S,0.273
P00751,1Q0P,0.23
P00760,5MOP,0.354
P00761,1AVX,0.282
P00763,1YKT,0.181
P00766,6DI8,0.246
P00772,3MOC,0.25
P00775,2FMJ,0.179
P00776,,
P00777,2GKV,0.246
P00778,3URC,0.219
P00780,1R0R,0.167
P00782,1YJA,0.223
P00784,1KHQ,0.198
P00800,5O8N,0.27
P00805,6V23,0.245
P00807,6WGR,0.213
P00808,3LY3,0.236
P00811,6X9Y,0.208
P00816,,
P00817,2IK7,0.21
P00883,1ZAL,0.203
P00889,3ENJ,0.252
P00915,6HWZ,0.243
P00918,3PJJ,0.266
P00921,5EZT,0.305
P00924,,
P00929,6OUY,0.212
P00940,1SW0,0.206
P00942,,
P00947,3NXJ,0.434
P00959,1F4L,0.183
P00974,5JB7,0.221
P01003,,
P01006,,
P01009,6IAY,0.279
P01011,6HGH,0.248
P01019,,
P01024,,
P01026,1QSJ,0.258
P01050,,
P01051,,
P01053,7AOK,0.332
P01070,1AVX,0.282
P01074,1LU0,0.139
P01106,6G6K,0.231
P01111,,
P01112,,
P01116,6JTP,0.319
P01130,3SO6,0.196
P01270,,
P01275,6PHJ,0.339
P01308,4EFX,0.342
P01315,3GKY,0.303
P01317,4E7V,0.302
P01375,4TSV,0.217
P01426,3NDS,0.196
P01484,1AHO,0.162
P01542,2FD9,0.294
P01552,,
P01555,1S5E,0.191
P01556,1S5E,0.191
P01558,,
P01559,1ETN,0.111
P01584,1L2H,0.273
P01593,4L1H,0.227
P01594,1B0W,0.253
P01619,4LRN,0.266
P01630,,
P01631,1SVZ,0.242
P01635,1KIQ,0.213
P01642,1J1O,0.197
P01660,1I8K,0.176
P01704,6SM1,0.181
P01709,4UNV,0.24
P01721,2CD0,0.332
P01723,1Q0X,0.217
P01764,,
P01801,2DLF,0.213
P01820,1G7H,0.255
P01823,2DQD,0.203
P01834,5EWI,0.28
P01837,1E4X,0.252
P01848,2IAL,0.231
P01849,,
P01850,2IAL,0.231
P01851,,
P01857,3MCL,0.266
P01863,1DQQ,0.225
P01865,1NDG,0.225
P01868,1GPO,0.242
P01869,1ORS,0.215
P01887,6E1I,0.283
P01889,5T6W,0.264
P01897,3V4U,0.275
P01899,1WBX,0.255
P01900,5T7G,0.259
P01901,2CLV,0.247
P01902,6E1I,0.283
P01903,3PDO,0.248
P01911,3PDO,0.248
P01958,1NS9,0.176
P01966,6II1,0.181
P02062,1NS9,0.176
P02070,6II1,0.181
P02141,,
P02185,3K9Z,0.307
P02189,,
P02210,2FAL,0.214
P02213,3SDH,0.236
P02216,2HBG,0.193
P02229,,
P02240,,
P02246,,
P02247,2MHR,0.199
P02281,6W4L,0.186
P02293,4WNN,0.229
P02309,6RXJ,0.212
P02340,2IOI,0.197
P02417,2HBB,0.251
P02452,5CTD,0.22
P02462,6MPX,0.19
P02470,3L1F,0.202
P02511,3SGP,0.22
P02526,4GCR,0.187
P02528,1ZGT,0.198
P02545,6YF5,0.26
P02586,1TCF,0.35
P02588,,
P02618,4CPV,0.199
P02619,1PVB,0.159
P02625,1XVJ,0.204
P02631,1OMD,0.257
P02633,1IG5,0.227
P02638,4PE1,0.266
P02640,3MYE,0.21
P02649,1OR3,0.282
P02671,4F27,0.247
P02672,1JY2,0.221
P02676,1JY2,0.221
P02679,4B60,0.217
P02689,5N4P,0.254
P02693,1ICM,0.235
P02701,4U46,0.209
P02745,5HZF,0.212
P02746,5HZF,0.212
P02747,5HZF,0.212
P02751,"6MFA, 2CG6",0.224
P02753,5NU8,0.239
P02754,3NQ3,0.29
P02762,1I06,0.226
P02766,5OQ0,0.307
P02775,1TVX,0.196
P02779,,
P02786,6Y76,0.312
P02787,1OQG,0.23
P02789,,
P02791,3NP2,0.245
P02792,2FFX,0.192
P02794,4DYY,0.252
P02829,3FP2,0.209
P02836,6M3D,0.411
P02866,1ENR,0.196
P02867,1OFS,0.172
P02870,1LES,0.186
P02877,1WKX,0.185
P02879,6OBG,0.256
P02881,5Z1P,0.263
P02882,1MOL,0.279
P02883,5KW0,0.215
P02884,3WOU,0.132
P02893,6D0X,0.264
P02911,6ML0,0.244
P02924,,
P02929,1IHR,0.233
P02931,,
P02941,,
P02945,,
P02973,1X6R,0.174
P02976,6K6A,0.225
P02994,2B7C,0.204
P03018,7EGS,0.223
P03034,5ZCA,0.209
P03040,1ORC,0.201
P03050,1U9P,0.285
P03051,1GMG,0.272
P03069,6E52,0.339
P03070,3QN2,0.205
P03072,4LMD,0.185
P03088,,
P03089,,
P03120,1DTO,0.244
P03122,6BUS,0.255
P03126,4JOP,0.25
P03134,3WRO,0.209
P03204,,
P03206,3VFO,0.264
P03211,5WMF,0.286
P03275,1V1I,0.258
P03305,1QMY,0.212
P03313,,
P03314,1YKS,0.234
P03322,3G26,0.186
P03349,4OBD,0.253
P03354,4FW1,0.22
P03355,4M95,0.258
P03365,5D7U,0.21
P03366,4G9D,0.226
P03367,4FM6,0.186
P03369,4EQJ,0.277
P03375,6ME1,0.237
P03377,6R2G,0.238
P03407,4U1N,0.196
P03409,,
P03420,6OJ7,0.211
P03428,3WI0,0.223
P03433,,
P03466,5NPZ,0.19
P03468,,
P03485,,
P03495,1AIL,0.188
P03496,3RVC,0.228
P03528,,
P03661,,
P03663,,
P03698,,
P03699,2OG0,0.46
P03712,1C5E,0.232
P03950,5M9A,0.283
P03951,6AOD,0.217
P03952,5F8T,0.251
P03962,3GDM,0.178
P04002,,
P04054,3ELO,0.194
P04062,,
P04072,,
P04075,6XMH,0.289
P04080,,
P04084,1Q5T,0.248
P04117,1AB0,0.239
P04128,6R74,0.239
P04150,5E69,0.376
P04156,3NHC,0.336
P04164,3VNW,0.211
P04166,4HIL,0.165
P04170,6RXN,0.114
P04179,1ZSP,0.252
P04189,6PAK,0.252
P04190,4NQ4,0.287
P04213,2AQ2,0.194
P04228,6BLR,0.223
P04233,3PDO,0.248
P04252,1VHB,0.19
P04271,5D7F,0.174
P04275,2ADF,0.226
P04377,4RH4,0.217
P04390,1B94,0.21
P04406,,
P04418,,
P04439,6E1I,0.283
P04482,3U43,0.209
P04483,3ZQH,0.214
P04501,6F6O,0.192
P04506,6GAK,0.243
P04512,1G1J,0.261
P04552,5II8,0.198
P04574,4PHN,0.234
P04578,5KA6,0.313
P04585,3KT5,0.253
P04590,4DGB,0.18
P04591,4OBG,0.257
P04626,1MFL,0.196
P04637,7B4A,0.346
P04746,1KBB,0.157
P04789,5TIM,0.236
P04818,3EDW,0.25
P04825,2HPO,0.161
P04908,5B0Z,0.234
P04925,3NVG,0.255
P04958,1A8D,0.211
P05019,1WQJ,0.235
P05042,1FUR,0.176
P05067,4OJF,0.329
P05089,3LP4,0.379
P05091,,
P05109,1MR8,0.23
P05112,2B8X,0.238
P05120,2ARQ,0.226
P05161,3PHX,0.2
P05230,2HWA,0.26
P05231,,
P05305,6DK5,0.364
P05364,1XX2,0.209
P05387,5DDZ,0.196
P05413,5B29,0.202
P05453,1YJP,0.27
P05455,1ZH5,0.238
P05618,,
P05656,4B1L,0.218
P05696,3TWY,0.327
P05725,,
P05787,,
P05798,1RGH,0.223
P05804,,
P05820,,
P05877,5T7G,0.259
P06132,1R3R,0.18
P06181,,
P06202,1B9J,0.183
P06229,5HP4,0.303
P06239,2IIM,0.159
P06241,4U17,0.263
P06278,1VJS,0.214
P06312,1EFQ,0.244
P06396,6QW3,0.272
P06400,,
P06436,,
P06463,5K4F,0.186
P06533,3QQ6,0.262
P06536,3G8U,0.28
P06608,1HG0,0.195
P06612,1ECL,0.246
P06654,6LJI,0.335
P06701,2FL7,0.196
P06702,1XK4,0.193
P06703,,
P06725,"3MRD, 3GSO",0.222
P06730,4UED,0.255
P06734,4J6P,0.258
P06744,1IAT,0.154
P06745,1U0E,0.187
P06746,5DBA,0.361
P06762,4G7L,0.241
P06828,6NRO,0.311
P06873,5ROC,0.408
P06875,1E3A,0.17
P06876,1GV2,0.204
P06886,4OHJ,0.197
P06897,6W4L,0.186
P06899,5B0Z,0.234
P06959,,
P06968,1DUP,0.157
P07017,4Z9J,0.213
P07061,3VWP,0.196
P07062,3VWP,0.196
P07097,,
P07129,,
P07148,3STK,0.218
P07221,3TRP,0.209
P07222,1XB9,0.216
P07239,,
P07260,6FC3,0.228
P07311,6CBU,0.143
P07320,4GR7,0.235
P07355,5LPX,0.245
P07359,3P72,0.271
P07360,,
P07379,6YI9,0.209
P07399,1S7S,0.209
P07445,3OXA,0.283
P07463,5E1P,0.233
P07477,,
P07528,,
P07570,2D4M,0.244
P07584,3LQ0,0.258
P07596,1AVA,0.226
P07602,4DDJ,0.283
P07623,6MTG,0.22
P07669,,
P07711,6JD8,0.278
P07738,3NFY,0.231
P07739,,
P07751,3M0S,0.584
P07766,5QU2,0.227
P07773,1DLT,0.188
P07774,2H98,0.233
P07788,1GSK,0.171
P07798,3SE1,0.202
P07896,1ZCJ,0.224
P07900,6GP4,0.205
P07948,6NMW,0.199
P07954,5UPP,0.208
P07986,,
P07987,4I5R,0.164
P07996,1Z78,0.252
P07998,2E0L,0.211
P08017,1AYX,0.153
P08046,,
P08069,1P4O,0.213
P08123,5CTD,0.22
P08149,6HZJ,0.291
P08170,1Y4K,0.203
P08176,2AS8,0.212
P08179,,
P08185,4C41,0.219
P08189,5IQN,0.181
P08190,5IQN,0.181
P08191,5MCA,0.195
P08197,1CYJ,0.258
P08200,1P8F,0.177
P08263,3ZFB,0.258
P08427,4WRC,0.284
P08487,5TO4,0.259
P08519,6RX7,0.25
P08536,1G8F,0.196
P08572,6MPX,0.19
P08603,3SW0,0.249
P08640,4UYS,0.155
P08661,1RDK,0.248
P08670,4YPC,0.364
P08684,5VCD,0.261
P08692,1I9D,0.166
P08709,1KLI,0.185
P08799,2AKA,0.196
P08833,1ZT5,0.234
P08854,1GUT,0.222
P08897,2HLC,0.211
P08954,3EA1,0.198
P08965,7EIO,0.217
P08997,,
P09012,6XH2,0.428
P09038,4FGF,0.18
P09052,3EMW,0.222
P09104,2AKM,0.27
P09211,5DJM,0.249
P09382,6B94,0.228
P09391,5MT8,0.245
P09455,5LJK,0.262
P09598,2HUC,0.166
P09601,1XJZ,0.235
P09616,,
P09651,1UP1,0.203
P09803,3QRB,0.186
P09850,1HV1,0.158
P09856,1FAA,0.256
P09871,4LOS,0.224
P09874,6M3I,0.196
P09883,"2GZF, 2GZI",0.241
P09919,5GW9,0.239
P09955,3GLJ,0.308
P09958,4Z2A,0.195
P09960,,
P09963,2ANV,0.151
P0A006,2FXI,0.22
P0A077,,
P0A0H5,6OV1,0.229
P0A0J0,4G6D,0.301
P0A0K0,4Y1G,0.206
P0A0L2,1ESF,0.202
P0A0L5,1KLU,0.196
P0A0M0,,
P0A0N2,5UTO,0.192
P0A110,1UUV,0.177
P0A111,2HMJ,0.172
P0A112,1UUV,0.177
P0A113,2HMJ,0.172
P0A114,"1ZIX, 1ZI9",0.17
P0A115,4P93,0.188
P0A1C1,5SYR,0.216
P0A1F6,2IQ5,0.227
P0A1I3,3LW9,0.223
P0A1X2,1Y9L,0.257
P0A251,5UKA,0.213
P0A2D5,2FMK,0.217
P0A2M9,4HAH,0.206
P0A2N2,5LQ6,0.196
P0A2U4,6SCB,0.209
P0A334,2IH3,0.218
P0A382,,
P0A3C7,1J7B,0.189
P0A3C8,,
P0A3G2,3SK0,0.19
P0A3G3,4HZG,0.233
P0A3V0,4F55,0.246
P0A3X7,4H0K,0.318
P0A432,5G38,0.211
P0A434,6GBK,0.196
P0A4G2,,
P0A609,,
P0A6C1,2NQH,0.169
P0A6F5,3VZ8,0.227
P0A6G7,,
P0A6H1,2DS8,0.197
P0A6I0,2FEM,0.215
P0A6I9,1N3B,0.226
P0A6K3,4AL3,0.329
P0A6L0,6Z9H,0.217
P0A6L2,1YXC,0.181
P0A6L4,1HL2,0.19
P0A6P9,,
P0A6R0,3IL9,0.175
P0A6R3,1FIP,0.225
P0A6V5,1GN0,0.204
P0A6X3,4RCB,0.269
P0A6Y8,4R5I,0.269
P0A6Z6,1Q5Y,0.174
P0A722,2AQ9,0.209
P0A776,4S2W,0.227
P0A790,1PQE,0.208
P0A7A9,2AUU,0.22
P0A7E3,,
P0A7J0,,
P0A7V0,4ODP,0.22
P0A7Y4,,
P0A855,1CRZ,0.217
P0A862,4AF2,0.285
P0A870,4RZ5,0.252
P0A881,3SSW,0.221
P0A8I8,5ZYO,0.229
P0A8M3,1TJE,0.199
P0A8Q6,3O2H,0.233
P0A901,6VRI,0.263
P0A903,3SNS,0.199
P0A912,1OAP,0.263
P0A940,6QGW,0.397
P0A953,2BUH,0.216
P0A955,2C0A,0.198
P0A962,6NXD,0.238
P0A988,4K3R,0.243
P0A9A6,5HAW,0.268
P0A9G8,,
P0A9M0,1RRE,0.254
P0A9Q9,1T4D,0.206
P0A9S1,,
P0A9S3,,
P0AA04,1CM2,0.215
P0AA25,6Y4Z,0.231
P0AA86,1Z5Y,0.238
P0AA89,4ZVD,0.277
P0AAI9,2G1H,0.2
P0AB71,5GK6,0.174
P0AB85,,
P0AB87,1E4B,0.216
P0ABD3,4CVS,0.343
P0ABE7,6AI5,0.377
P0ABL1,,
P0ABQ4,3K74,0.215
P0ABS5,6CBS,0.241
P0ABT2,3O2H,0.233
P0ABV2,,
P0ABZ6,,
P0AC81,1FA7,0.222
P0AC84,,
P0AC92,4XO1,0.278
P0ACD8,,
P0ACE0,,
P0ACT4,3ZQH,0.214
P0AD59,1XS0,0.295
P0AD64,3OPL,0.212
P0AD96,,
P0ADA1,6LFB,0.289
P0ADG4,6IB8,0.192
P0AE18,2MAT,0.181
P0AE22,1N8N,0.181
P0AE67,1U8T,0.251
P0AE68,5DGC,0.204
P0AE70,5CK9,0.243
P0AE72,5CQX,0.231
P0AE88,4UHJ,0.334
P0AEB2,1NZO,0.217
P0AEE5,2FW0,0.155
P0AEG4,5QLR,0.293
P0AEG6,1JZO,0.232
P0AEH1,3ID4,0.232
P0AEJ4,5XGA,0.321
P0AEM0,5I7Q,0.253
P0AEV1,3EOD,0.278
P0AEX9,4PE2,0.337
P0AF03,,
P0AFA2,3EZI,0.226
P0AFC0,2O1C,0.274
P0AFF6,1U9L,0.239
P0AFJ5,2JB9,0.243
P0AFK0,,
P0AG74,1Q8R,0.228
P0AG82,1IXI,0.242
P0AGD3,1ZA5,0.206
P0AGE0,3SXU,0.207
P0AGG8,,
P0C037,7EYK,0.152
P0C0Q2,6Q24,0.208
P0C0S5,4CAY,0.167
P0C0X8,1CXC,0.204
P0C1A2,1PE9,0.169
P0C1S6,1Y4H,0.234
P0C1X2,6Q6C,0.224
P0C216,1CA1,0.182
P0C2B2,4ZL7,0.21
P0C2P0,1WN5,0.181
P0C2S4,4CJ1,0.185
P0C2V9,2BSH,0.248
P0C2W0,3LT7,0.269
P0C510,6KYI,0.337
P0C5Y7,3KF6,0.22
P0C6H2,3OXR,0.191
P0C6U6,,
P0C6U8,3VB7,0.214
P0C6V2,3ZBD,0.206
P0C6X1,2J98,0.276
P0C6X7,2C3S,0.278
P0C6Y5,6IVC,0.208
P0C6Z1,4OYD,0.294
P0C796,1N93,0.183
P0C805,5I55,0.249
P0C807,6GQ2,0.292
P0C8E7,3FPU,0.241
P0C8E9,6STE,0.217
P0C918,1A3Z,0.204
P0C960,6GI3,0.2
P0CAU5,5WCE,0.224
P0CB53,,
P0CE80,3RLH,0.198
P0CG47,5X3N,0.328
P0CG48,4V3L,0.524
P0CG50,,
P0CH28,1P3Q,0.266
P0CI27,6E6A,0.217
P0CI74,6GP7,0.242
P0CJ63,2BR6,0.184
P0CL19,3SDW,0.17
P0CL43,6XFK,0.328
P0CL66,2OL8,0.324
P0CS93,2JKX,0.181
P0CW86,6VBT,0.235
P0DJL7,3GLX,0.329
P0DJM0,1O6S,0.202
P0DKR6,5DZ5,0.276
P0DKX7,6SUS,0.2
P0DM80,,
P0DMV8,2E88,0.203
P0DOE7,4V23,0.214
P0DOV2,6OE9,0.253
P0DOX5,6UBI,0.302
P0DOY2,4EOW,0.26
P0DP23,4BW8,0.304
P0DP26,3WFN,0.234
P0DP29,6MBA,0.263
P0DPI1,5L21,0.237
P0DPK1,6G8V,0.199
P0DPQ7,6YCJ,0.213
P0DQD2,4CIL,0.228
P0DQD3,6U12,0.208
P0DTC1,,
P0DTC2,7EK6,0.214
P0DTC8,7F5F,0.19
P0DTC9,6ZCO,0.214
P0DTD1,6XB0,0.422
P0DUB6,1SMD,0.188
P0DUB9,1CVL,0.159
P10026,2G9E,0.241
P10104,1AVY,0.292
P10121,6FPK,0.234
P10145,6N2U,0.268
P10151,6GZ2,0.285
P10153,2BEX,0.212
P10186,,
P10245,1IR0,0.1
P10253,,
P10293,2BTC,0.182
P10321,4NT6,0.204
P10349,1IUQ,0.215
P10358,5LW5,0.245
P10363,4LIM,0.188
P10372,5AC7,0.241
P10415,6QG8,0.253
P10475,6UFV,0.219
P10477,,
P10478,1JJF,0.183
P10538,1Q6C,0.183
P10547,4QPB,0.252
P10586,6TPV,0.259
P10599,3KD0,0.248
P10619,,
P10636,6ODG,0.314
P10646,4DTG,0.228
P10686,1YWO,0.204
P10774,6E6O,0.169
P10820,5UG7,0.427
P10822,1EYL,0.22
P10844,,
P10880,1SHK,0.199
P10955,,
P10997,3FTH,0.398
P11021,5YPC,0.242
P11041,5A9B,0.252
P11064,5JNV,0.2
P11140,5Z3J,0.261
P11142,5AQM,0.213
P11172,2JGY,0.176
P11215,1IDO,0.22
P11353,1TK1,0.216
P11362,,
P11439,1IKQ,0.215
P11444,4M6U,0.161
P11540,1X1Y,0.233
P11589,1ZNK,0.221
P11590,3KFF,0.161
P11709,6FC6,0.229
P11716,4ESU,0.277
P11717,"1GP0, 1GP3",0.219
P11741,,
P11762,4GA9,0.288
P11797,1OGB,0.171
P11798,7B55,0.239
P11799,1QTX,0.192
P11818,6HCN,0.227
P11838,5P07,0.211
P11884,5AZ8,0.181
P11889,2DDT,0.219
P11916,1KM9,0.194
P11938,,
P11940,3KTR,0.272
P11970,4DP5,0.258
P11987,,
P12003,1ZVZ,0.239
P12004,5E0U,0.316
P12071,1W7Z,0.229
P12111,2KNT,0.168
P12259,,
P12295,1EUG,0.276
P12301,1NZE,0.264
P12302,4RTI,0.253
P12335,1CUO,0.184
P12429,,
P12478,5EO1,0.222
P12493,4U0C,0.211
P12497,3WNG,0.308
P12528,,
P12529,,
P12643,2H64,0.26
P12689,6X74,0.315
P12724,4A2Y,0.234
P12755,5XOD,0.323
P12758,1RXY,0.176
P12799,1JY2,0.221
P12807,,
P12814,2EYN,0.198
P12823,4M9T,0.23
P12830,4ZT1,0.219
P12838,6DMQ,0.328
P12931,4F5A,0.261
P12940,1C2A,0.193
P12955,6QSB,0.229
P12977,5WMO,0.192
P12994,1VI3,0.176
P13000,1BYI,0.133
P13051,1UGH,0.249
P13063,,
P13123,1WD0,0.275
P13127,7DS4,0.256
P13199,6HAU,0.208
P13280,1LL3,0.203
P13285,5GRG,0.229
P13319,3H8J,0.192
P13393,,
P13423,5FR3,0.247
P13448,3X28,0.197
P13449,3X28,0.197
P13476,2DFX,0.161
P13479,"2GZF, 2GZI",0.241
P13489,2BEX,0.212
P13497,3EDH,0.171
P13500,3IFD,0.249
P13501,6AEZ,0.251
P13507,1GCY,0.218
P13591,2E3V,0.264
P13650,1QBI,0.181
P13674,4BTB,0.236
P13688,6XNW,0.349
P13693,6IZB,0.25
P13699,3Q7C,0.19
P13717,1QL0,0.135
P13726,2HFT,0.223
P13727,,
P13987,2J8B,0.163
P14079,2AV1,0.224
P14174,3WNS,0.258
P14190,4WEN,0.25
P14191,3GGH,0.223
P14210,5CSQ,0.268
P14315,7DS4,0.256
P14489,,
P14527,,
P14598,1UEC,0.2
P14611,,
P14618,6WP3,0.223
P14668,2IE6,0.296
P14697,4N5L,0.265
P14738,4B60,0.217
P14739,1UGH,0.249
P14768,1W3H,0.215
P14769,,
P14779,5UCW,0.242
P14780,1ITV,0.265
P14821,,
P14822,,
P14831,3HOG,0.237
P14866,3TO8,0.216
P14904,5JGE,0.247
P14925,4E4Z,0.222
P14930,1L1D,0.219
P14941,,
P15034,1WL9,0.174
P15056,5VYK,0.305
P15090,3Q6L,0.223
P15130,7BN3,0.244
P15132,,
P15226,1B7D,0.2
P15273,6XFT,0.247
P15291,6FWT,0.287
P15311,,
P15374,6ISU,0.272
P15379,4MRE,0.177
P15423,5YL9,0.231
P15442,4OTM,0.303
P15447,,
P15452,4ZID,0.233
P15494,4BK6,0.241
P15569,1LJP,0.215
P15587,1MUW,0.124
P15636,,
P15692,5DN2,0.231
P15802,,
P15879,2C8B,0.209
P15884,6OD3,0.408
P15923,6MGN,0.202
P15927,4MQV,0.215
P15941,5T6P,0.259
P16009,6XC1,0.277
P16070,4PZ4,0.186
P16088,4PA1,0.212
P16098,,
P16113,7AV6,0.239
P16144,6GVK,0.233
P16154,4NBZ,0.222
P16218,1V0A,0.239
P16234,6A32,0.222
P16250,1VZW,0.196
P16317,3HBU,0.175
P16330,4WDH,0.293
P16333,5QU7,0.271
P16442,5CMF,0.274
P16458,2I0Q,0.232
P16466,5SZ8,0.233
P16528,,
P16559,,
P16621,6X38,0.161
P16649,,
P16692,3P2U,0.162
P16794,5DOC,0.232
P16883,2BZU,0.165
P16897,1G68,0.191
P16948,4GVB,0.254
P16952,6Q2L,0.217
P17202,,
P17427,3HS8,0.237
P17433,,
P17574,4OQ8,0.573
P17676,2E42,0.287
P17693,,
P17706,,
P17707,1JL0,0.212
P17724,,
P17734,6EAV,0.195
P17743,2GIJ,0.284
P17763,4AL8,0.202
P17802,1WEF,0.202
P17838,1RG0,0.255
P17846,,
P17865,,
P17901,1EDG,0.174
P17906,3W40,0.251
P17931,3ZSL,0.206
P17948,5ABD,0.246
P17978,,
P17989,1MVE,0.204
P18000,2A8K,0.184
P18031,6BAI,0.273
P18139,,
P18153,,
P18181,,
P18187,,
P18188,,
P18206,4LNP,0.179
P18272,4QAZ,0.278
P18317,1GMW,0.242
P18326,,
P18429,3EXU,0.193
P18548,1RXF,0.243
P18640,,
P18670,1KU8,0.201
P18673,1UGW,0.169
P18754,1I2M,0.205
P18798,,
P18956,2DBU,0.233
P19080,1FNJ,0.223
P19120,1HX1,0.257
P19320,1VSC,0.247
P19321,2FPQ,0.216
P19334,5F67,0.19
P19424,,
P19478,2O6E,0.235
P19491,4O3C,0.173
P19515,,
P19524,6IXO,0.213
P19544,5KL3,0.45
P19567,1ZIA,0.222
P19573,,
P19576,7FFW,0.201
P19597,6O28,0.302
P19614,2MSI,0.199
P19634,6NUF,0.215
P19656,1MZM,0.204
P19661,4JWC,0.259
P19665,1QNN,0.197
P19706,2DRM,0.183
P19784,5YF9,0.278
P19793,7A77,0.177
P19809,6TPL,0.247
P19812,3NIK,0.289
P19878,1WM5,0.199
P19909,6OC7,0.35
P19972,,
P19999,1RTM,0.227
P20004,,
P20062,5NO0,0.206
P20067,6U2U,0.272
P20226,,
P20371,2BUM,0.204
P20372,2BUM,0.204
P20429,3IHQ,0.288
P20457,6DU0,0.323
P20536,4YGM,0.228
P20581,,
P20701,1LFA,0.215
P20749,,
P20796,6RCD,0.212
P20821,3WDN,0.152
P20849,5CTD,0.22
P20917,6GZL,0.302
P20936,6PXB,0.302
P20985,6CB6,0.238
P20995,4YGM,0.228
P21179,,
P21333,4M9P,0.231
P21338,,
P21401,6I9I,0.261
P21457,4M2Q,0.235
P21513,1SMX,0.213
P21570,2BWK,0.173
P21579,6U4W,0.242
P21580,3VUY,0.277
P21589,6TVE,0.144
P21611,3P77,0.199
P21673,2B3U,0.246
P21675,3UV4,0.213
P21707,5W5C,0.253
P21816,4IEY,0.292
P21852,,
P21853,,
P21856,,
P21865,4Y2F,0.238
P21964,4PYJ,0.258
P22027,3E4G,0.153
P22069,3HG6,0.215
P22102,1MEO,0.227
P22121,3HTS,0.268
P22188,7B6O,0.237
