pdb_id,CATH_ID
5MNR,3.10.170.10
5MNR,1.10.390.10
2DTR,1.10.10.10
2DTR,1.10.60.10
1XUJ,2.40.10.10
4Y3H,2.40.70.10
1BVX,1.10.530.10
3I3F,3.30.1330.40
1BAP,3.40.50.2300
4N1R,2.40.100.10
4RXY,3.40.1050.10
3W5N,2.60.40.10
3W5N,2.60.120.260
2G5L,2.40.128.30
3L3X,1.10.565.10
4R9A,2.60.120.200
1P9H,2.150.10.10
3PEW,3.40.50.300
1E7R,3.40.50.720
1E7R,3.90.25.10
1IIQ,2.40.70.10
6H19,3.40.50.1820
4YKR,3.30.565.10
3IKP,3.10.100.10
2Z28,3.20.20.140
4Z47,3.40.470.10
4RQK,3.30.200.20
4RQK,1.10.510.10
6GAF,1.20.1070.10
5A1M,3.40.20.10
2NUW,3.20.20.70
5ECL,3.40.30.10
5ECL,1.20.1050.10
5O3U,3.40.50.1820
5O3U,2.130.10.120
4YYL,3.40.91.90
3UN5,3.40.720.10
3UN5,3.30.70.1250
3H7O,2.40.10.10
1LBU,1.10.101.10
1LBU,3.30.1380.10
4CER,3.30.420.10
5H9N,2.40.128.20
3AGX,2.60.260.20
1SJV,2.60.40.10
4JMS,1.10.520.10
4JMS,1.10.420.10
5QF1,3.90.190.10
4X0C,2.40.510.10
4X0C,2.40.30.120
4OH7,3.40.50.1370
3LWH,2.30.30.610
4QUT,1.20.920.10
3V2I,3.40.50.1470
5LYG,2.60.120.920
2JDF,2.60.20.10
3OBR,2.60.120.200
3OBR,2.80.10.50
5ZFG,3.40.30.10
3O8B,2.40.10.120
3O8B,2.40.10.10
3O8B,3.40.50.300
3O8B,1.10.820.10
3FP6,2.40.10.10
3FP6,4.10.410.10
4XHM,3.40.30.10
3HHK,3.30.70.270
199L,1.10.530.40
2QLG,2.40.155.10
3VJS,1.10.565.10
3I10,3.20.20.190
3MX7,2.40.128.180
1DLW,1.10.490.10
3ZRB,1.10.565.10
3OPL,3.40.710.10
6FSI,3.40.50.360
2XTH,1.10.530.10
3TK0,1.20.120.310
4BWU,2.60.40.420
5G6I,3.90.340.10
5G6I,3.90.440.10
5G6I,3.90.1230.10
5KHH,1.10.287.630
5KHH,2.60.120.10
5YJP,2.40.10.10
4IJN,3.30.420.40
5NHZ,3.60.15.10
5DNA,3.40.50.720
1IU5,2.20.28.10
5Z35,3.40.50.1980
4J33,3.50.50.60
1WB5,3.40.50.1820
4NE2,3.40.50.300
3KTC,3.20.20.150
4EPY,3.40.50.300
5KVB,3.10.450.50
2IVI,2.60.120.330
3NTU,1.10.150.20
3NTU,3.40.50.300
2IAA,2.130.10.10
2IAA,2.60.30.10
2IAA,2.60.40.420
5LI7,1.10.630.10
1C1H,3.40.50.1400
3EM1,3.30.70.141
1GCG,3.40.50.2300
4S3I,3.10.150.10
4LXZ,3.40.800.20
3GEF,2.60.40.1260
2CO7,2.60.40.1570
2CO7,2.60.40.10
1JCY,3.20.20.70
2Z9K,2.40.10.10
2Z9K,1.10.1840.10
2EGL,3.40.1010.10
2EGL,3.30.950.10
2F01,2.40.128.30
1QKZ,3.10.20.10
1QKZ,2.60.40.10
2JB0,1.10.1200.20
2JB0,3.90.540.10
1GQA,1.20.120.10
1USI,3.40.50.2300
4XF7,3.40.1190.20
5F3D,3.40.50.10800
2D3K,3.40.1490.10
5JZK,2.40.155.10
5T5L,2.60.120.200
4D5J,2.70.100.10
1B5Q,3.50.50.60
1B5Q,3.90.660.10
5I3V,2.40.70.10
3M9F,2.40.70.10
4HGI,1.10.630.10
5Y00,2.40.155.10
3P9X,3.40.50.170
5FKN,1.10.10.60
5FKN,1.10.357.10
3G24,3.20.20.70
1Y52,2.40.128.30
4E69,3.40.1190.20
4HUC,2.60.40.3710
4HUC,2.40.440.10
5MSO,3.40.50.720
1P0K,3.20.20.70
2Y6F,2.60.120.330
2DYO,3.10.20.620
2DYO,1.10.246.190
2DYO,3.10.20.90
4YBU,2.40.128.20
4Y8E,3.20.20.450
1W8L,2.40.100.10
5BOE,3.30.390.10
5BOE,3.20.20.120
1GV9,2.60.120.200
1GA1,3.40.50.200
3GX8,3.40.30.10
1INN,3.30.1360.80
3TRC,3.30.450.40
4YPO,3.40.50.720
4YPO,6.10.240.10
1WPV,3.40.1510.10
2RTI,2.40.128.30
4GYL,3.60.110.10
5LWX,2.60.40.420
4Q4M,3.20.20.105
5LBP,3.40.220.10
2J8G,3.20.20.80
2J8G,2.10.270.10
2J8G,2.20.120.10
5CP4,1.10.630.10
6Q6L,3.20.20.80
6Q6L,2.60.40.1180
4JDV,2.60.40.10
5EHI,3.40.50.150
4CJO,1.20.120.10
5JX5,3.20.20.40
3LNK,2.40.70.10
1ZIZ,3.90.550.10
5T36,1.20.120.550
3ALU,3.10.100.10
5LPJ,1.20.920.10
3M70,2.60.120.10
3M70,3.40.50.150
4UTF,3.20.20.80
5ZRR,3.40.50.1820
4JRP,3.30.420.10
4JRP,3.30.1520.20
4JRP,1.20.1280.70
4JRP,1.10.287.1240
3FG9,3.40.50.620
3SAD,3.20.20.360
3SAD,2.170.170.11
3SAD,1.20.1220.12
3HTV,3.30.420.40
5D4H,2.60.40.420
1V5G,3.40.50.970
1V5G,3.40.50.1220
1V5G,1.10.10.940
3VAV,3.20.20.60
2FAT,2.60.40.10
5G4Z,3.30.450.20
2JIC,2.60.120.180
1W66,3.30.930.10
4FVG,3.30.479.30
5KTS,3.40.50.10800
4P1H,2.70.100.10
4IVY,1.10.565.10
2BEK,3.40.50.300
5IU0,3.30.70.150
5IU0,3.20.20.110
5IU0,3.30.190.10
3KKF,3.30.70.100
1YFU,2.60.120.10
2IML,2.30.110.10
2IML,1.20.58.290
4Q27,2.60.120.200
4TQA,3.40.50.300
1GOR,3.20.20.80
3ED4,3.40.720.10
3ED4,3.30.1120.10
5Z82,3.40.50.1820
3GQQ,2.70.50.40
5C1C,2.160.20.10
1H87,1.10.530.10
1U2B,2.30.29.30
2Z0N,1.20.1270.60
4PBD,2.60.40.790
3LL5,3.40.1160.10
1X2T,3.10.100.10
3NYR,3.40.50.12780
3NYR,3.30.300.30
3NDJ,6.20.50.110
3NDJ,3.40.50.150
3NDJ,6.10.250.3100
3NDJ,3.40.50.720
2WHF,1.10.630.10
5M9V,3.10.130.10
4WJE,3.20.20.70
3ST6,3.60.120.10
5D22,1.20.1250.10
5JQN,3.60.110.10
3V50,3.40.710.10
3CUH,3.20.20.80
1QPW,1.10.490.10
4HST,1.10.439.10
4HST,1.10.10.2580
4HST,3.60.20.10
4HST,2.30.120.10
4HST,1.10.1400.10
3M0I,3.20.20.100
3FUZ,3.40.190.10
1HI3,3.10.130.10
5QDG,3.90.190.10
3F6B,3.40.50.970
3F6B,3.40.50.1220
1I4U,2.40.128.20
2DBX,1.10.246.130
2DBX,3.60.20.40
5P2Z,2.40.70.10
3T8J,3.90.245.10
107L,1.10.530.40
3I6T,3.30.390.10
3I6T,3.20.20.120
3MHS,3.30.40.10
3MHS,3.90.70.10
3MHS,1.10.246.140
3MHS,1.10.287.210
3MHS,3.30.160.60
3MHS,3.10.20.90
5XLH,1.10.645.10
5XLH,3.40.50.700
5XLH,4.10.480.10
3DV7,3.10.200.10
1FLM,2.30.110.10
3N18,3.20.20.80
3QPB,3.40.50.1580
5DX6,3.40.50.970
5DX6,3.40.50.1220
4KLX,3.40.430.10
1G52,3.10.200.10
3KI0,3.90.175.10
4RTY,2.30.30.40
2R3B,3.40.1190.20
2IK6,3.90.80.10
6N4K,3.40.50.300
5L6Q,2.60.40.10
2YES,3.90.550.10
5EFZ,3.40.50.1820
3TIF,3.40.50.300
2RKL,1.20.5.420
3WIX,1.10.437.10
6EZ9,3.40.630.10
6EZ9,3.50.30.30
6EZ9,1.20.930.40
2WF0,2.40.70.10
6GRN,2.70.100.10
4H94,1.10.530.10
1TUA,3.30.1370.10
5PVJ,1.20.920.10
5PAB,2.40.10.10
5PAB,2.10.25.10
5ETT,3.30.70.560
3S5E,3.30.920.10
1AAY,3.30.160.60
2Q7K,1.10.565.10
3LEN,3.20.20.100
3ACX,1.10.600.10
3CS2,3.20.20.140
1O9Q,3.90.1300.10
3EKG,3.30.390.10
3EKG,3.20.20.120
2AU8,3.90.80.10
4JIS,3.90.550.10
1UV0,3.10.100.10
3SMO,1.20.190.20
4AW7,2.60.40.1180
4AW7,3.20.20.80
4AW7,2.60.120.1200
2CMM,1.10.490.10
5QB1,3.40.710.10
3T64,2.70.40.10
4OD7,3.40.30.10
3LSH,3.30.1920.50
4QQT,3.30.200.20
4QQT,1.10.510.10
2UWD,3.30.565.10
3ZUP,3.40.50.1000
3ZUP,3.30.980.20
5ACC,1.10.565.10
6FAO,3.20.20.40
2XWV,3.40.190.170
2XBN,3.90.1150.10
2XBN,3.40.640.10
4I5R,3.20.20.40
5DCU,3.40.50.720
2OP2,3.10.130.10
4XDM,3.30.565.10
1VDT,1.10.530.10
3G7X,2.40.128.20
1MR8,1.10.238.10
3VFS,3.30.500.10
3VFS,2.60.40.10
6BGZ,2.60.120.650
1OJM,1.50.10.100
1OJM,2.70.98.10
1OJM,2.60.220.10
5OSE,3.30.200.20
5OSE,1.10.510.10
3E85,3.30.530.20
4MUK,3.40.50.620
4MUK,3.30.1300.10
3G0J,1.20.920.10
6MBB,1.10.437.10
2RI6,3.40.50.1820
5IL3,1.10.600.10
5IL3,1.50.10.130
2IYW,3.40.50.300
4P6E,3.90.70.10
5KDH,1.20.920.10
5U4Q,3.40.50.720
3DHB,3.60.15.10
1GFU,1.10.530.10
5PT4,1.20.920.10
3GHT,3.20.20.100
2EJZ,3.40.1010.10
2EJZ,3.30.950.10
3KPC,3.10.580.10
2GZ4,1.10.3210.10
4PNO,2.30.30.100
2Q55,2.40.70.10
1EG2,3.40.50.150
1GTO,1.10.287.230
4H2M,3.40.1180.10
3RXD,2.40.10.10
5M0Y,2.60.40.680
5M0Y,2.60.40.1120
5M0Y,1.10.1330.10
4WVP,2.40.10.10
3SK9,1.10.3210.30
3F4S,3.40.30.10
3F4S,1.10.40.80
2PZJ,3.40.50.720
2PZJ,3.90.25.10
4ABV,2.60.40.180
3UXV,3.30.1130.10
2PEB,3.30.70.1240
5Q8H,3.60.15.10
5Q8H,3.40.50.12650
5F6R,3.10.129.10
3LQ2,3.40.50.970
3LQ2,3.40.50.920
1X7Q,3.30.500.10
1X7Q,2.60.40.10
5T8Z,3.90.45.10
1SW4,3.40.190.10
1SW4,3.40.190.120
3D50,3.20.110.10
3D50,1.20.1270.50
3D50,2.60.40.1180
3D50,2.70.98.30
3D50,2.60.40.1360
2ZMU,2.40.155.10
4ORX,2.40.128.20
2QF1,3.40.449.10
2QF1,2.170.8.10
2QF1,3.90.228.20
5JAC,1.20.1260.10
4FK4,3.30.342.10
4FK4,3.30.420.10
4FK4,3.90.1600.10
4FK4,1.10.287.690
4FK4,1.20.1280.300
4FK4,3.40.1820.10
3CZE,1.10.1740.10
3CZE,3.20.20.80
3CZE,3.90.400.10
3CZE,2.60.40.1180
4HXQ,3.40.800.10
4HCI,2.60.40.420
5MAU,3.30.70.3420
2XN2,2.70.98.60
2XN2,3.20.20.70
2XN2,2.60.40.1180
3FZW,3.10.450.50
5QID,3.20.20.70
1VP8,3.40.1380.20
2OIK,3.30.428.10
3TGW,3.40.50.12240
1MKQ,1.10.520.10
1MKQ,1.10.420.10
5TIV,3.40.50.300
1DY5,3.10.130.10
6DPM,3.30.420.10
5XQE,3.30.565.10
3N65,3.90.340.10
3N65,3.90.440.10
3N65,3.90.1230.10
3RH4,1.10.150.110
3RH4,1.10.150.20
3RH4,3.30.460.10
3RH4,3.30.210.10
6G1G,1.10.530.60
2OWE,3.40.50.1240
2Y2F,3.90.190.10
5P5C,2.40.70.10
5IZT,1.10.3160.10
1MDC,2.40.128.20
4N7I,2.60.120.920
2RBO,1.10.530.40
5IEL,1.10.530.10
4C5S,1.10.275.10
4C5S,1.20.200.10
4C5S,1.10.274.20
4GGR,2.40.128.30
3A7Y,2.40.10.10
3EIX,3.40.50.1980
4H07,1.10.490.10
1TLD,2.40.10.10
4KOA,3.40.50.720
4KOA,3.30.360.10
5PMM,2.60.120.650
5EKW,3.30.230.40
1WLV,3.10.129.10
5Q62,3.60.15.10
5Q62,3.40.50.12650
4A60,2.40.128.20
3LQY,3.40.50.850
1NE2,3.40.50.150
4GUL,2.60.120.10
3L2A,1.10.8.950
3L2A,2.10.10.70
3CJ5,3.30.70.270
4UWT,2.70.100.10
5CL4,1.25.10.90
3SYZ,3.30.420.10
3SYZ,1.20.1060.10
3SYZ,3.30.70.370
3SYZ,1.10.150.20
4LP0,3.30.565.10
3SDR,1.50.10.130
3SDR,1.50.10.160
3SDR,1.10.600.10
1H6M,1.10.530.10
2CDP,2.60.120.260
4NHE,3.40.50.720
4NHE,3.30.360.10
1LHL,1.10.530.10
1V8U,3.90.79.10
3WLA,3.40.50.1820
5JT5,3.20.20.105
3LJK,3.40.50.10490
3LJK,1.10.1390.10
2JLQ,3.40.50.300
5AON,1.10.10.10
6FMZ,3.40.30.10
6FMZ,3.50.50.60
6FMZ,3.30.390.30
3M30,3.90.390.10
3M30,3.30.70.470
3M30,1.20.840.10
3M30,3.90.320.20
4HA3,3.20.20.80
3QZ7,3.30.70.270
3QZ7,3.40.1170.60
3QZ7,1.10.150.20
3QZ7,3.30.1490.100
4XPX,1.20.120.50
1T92,3.30.700.10
2OG5,3.60.130.10
2QTR,3.40.50.620
5HWO,3.40.47.10
1OAP,3.30.1330.60
4FDM,3.40.50.1820
6QHB,2.40.10.10
2VO6,1.10.510.10
2VO6,3.30.200.20
5K8I,3.40.50.300
2BHY,2.60.40.10
2BHY,3.20.20.80
2BHY,1.10.10.760
2BHY,2.60.40.1180
4BJX,1.20.920.10
5HPA,3.40.250.10
3L79,3.40.50.2000
5OXB,2.40.155.10
5Y3C,2.40.240.130
2W3J,2.60.120.260
2BVS,2.40.10.10
5PK7,2.60.120.650
5C4Q,1.20.920.10
4W5I,3.90.228.10
1J3Z,1.10.490.10
4A6W,3.90.230.10
4PZZ,3.40.50.300
5IQ0,3.40.50.1820
4PER,3.80.10.10
4PER,3.10.130.10
1NEY,3.20.20.70
1C9S,2.60.40.50
2J21,2.60.40.720
5PY1,3.30.40.10
5PY1,1.20.920.10
1UMZ,2.60.120.200
2BOE,3.20.20.40
5Z42,3.30.1540.20
2X49,3.40.30.60
2X49,3.40.5.40
2X49,1.10.8.540
2X49,3.40.50.12790
1H47,3.30.1330.50
2PQM,3.40.50.1100
4X68,3.40.710.10
1NSS,2.70.98.10
2IWF,2.130.10.10
2IWF,2.60.40.420
6EXO,3.90.70.10
3CCN,3.30.200.20
3CCN,1.10.510.10
4HAZ,3.40.50.300
4HAZ,2.30.29.30
5CZU,1.20.1260.10
4H7J,3.40.50.1820
5M5V,2.130.10.110
4LII,3.50.50.60
4LII,3.30.390.30
5HU9,3.30.200.20
5HU9,1.10.510.10
1ZV8,1.20.5.300
4FB7,3.20.20.70
2ASN,2.40.128.20
3FQZ,3.40.430.10
4I89,2.60.40.180
4LWC,2.40.50.140
2OUV,1.10.1300.10
4OWU,1.20.970.10
4OWU,3.40.1030.10
3T4J,6.10.250.1190
3T4J,3.30.450.350
4FP1,3.30.390.10
4FP1,3.20.20.120
3MDS,1.10.287.990
3MDS,3.55.40.20
3DR7,3.40.640.10
3DR7,3.90.1150.10
1FHM,2.20.28.10
2W14,3.40.390.10
1G12,3.40.390.10
4MX2,1.10.275.10
4MX2,1.20.200.10
4MX2,1.10.40.30
1KX9,1.10.2080.10
3KZ8,2.60.40.720
5IQW,3.30.1500.10
2HTA,2.70.98.10
1N93,1.10.3040.10
1N93,1.10.3050.10
451C,1.10.760.10
2IG6,2.30.110.10
1FVG,3.30.1060.10
1TXO,3.60.40.10
5PYX,3.30.40.10
5PYX,1.20.920.10
3RM1,1.10.238.10
4KFD,3.10.450.40
4KFD,2.70.98.20
2YAS,3.40.50.1820
5PDP,1.20.920.10
3S8S,3.30.70.330
4NFV,1.10.530.10
1YS3,3.30.565.10
3BNC,2.60.60.20
3BNC,4.10.375.10
3BNC,4.10.372.10
3BNC,3.10.450.60
3BNC,1.20.245.10
4GLO,3.40.50.720
6EA1,2.60.40.1730
6EA1,3.30.2010.30
6EA1,1.10.390.10
6EA1,2.60.40.1840
6EA1,1.25.50.10
3CA8,1.10.3620.10
3CA8,3.40.50.620
2WW8,2.60.40.10
2WW8,2.60.40.2110
2WW8,3.40.50.410
2WW8,3.30.70.1830
2WB0,1.10.269.10
2WB0,3.90.148.10
5X56,1.20.58.810
3ENU,2.60.20.10
3Q90,3.10.450.50
3IVD,3.60.21.10
3IVD,3.90.780.10
3S1E,3.30.43.10
3S1E,3.30.465.10
3S1E,3.40.462.10
3WXL,3.30.420.40
6CYS,1.10.287.990
6CYS,3.55.40.20
1CM3,3.30.1340.10
3V1W,3.40.30.10
3ZCV,3.40.50.2000
1EEH,3.40.50.720
1EEH,3.40.1190.10
1EEH,3.90.190.20
4UGI,3.90.340.10
4UGI,3.90.440.10
4UGI,3.90.1230.10
1SGP,2.40.10.10
1SGP,3.30.60.30
2AQ8,3.40.50.720
1JU4,3.40.50.1820
1JU4,1.10.3020.10
1JU4,2.60.120.260
4ZW5,2.60.40.1730
4ZW5,3.30.2010.30
4ZW5,1.10.390.10
4ZW5,2.60.40.1840
4ZW5,1.25.50.10
1LMI,2.60.40.1240
6CRE,1.10.490.10
5I77,3.20.20.80
6FRW,2.115.10.20
2XSV,2.60.130.10
3G3X,1.10.530.40
1V6D,2.40.10.10
1MN8,1.10.150.180
4DQ5,1.10.530.50
4KY6,2.40.50.90
2FUE,3.40.50.1000
2FUE,3.30.1240.20
2P0F,2.30.29.30
5IH3,3.40.50.150
5IH3,2.70.160.11
5VWF,3.30.500.10
5VWF,2.60.40.10
1DWK,1.10.260.40
1DWK,3.30.1160.10
2IUW,2.60.120.590
5J3U,2.60.120.10
4TYL,1.20.920.10
5YWX,3.40.30.10
5YWX,1.20.1050.10
3DYJ,1.20.1420.10
2WBW,2.60.90.10
2WBW,2.60.40.10
1GBU,1.10.490.10
5PP4,1.20.920.10
3RFJ,3.80.10.10
1G8E,1.10.4000.10
3WV6,2.60.120.200
4EMS,1.10.10.10
4EMS,3.40.50.150
6CB5,3.30.429.10
4F68,1.10.490.10
1RRE,3.30.230.10
2WPQ,1.20.5.170
1GPO,2.60.40.10
5CQX,2.30.30.110
1URW,3.30.200.20
1URW,1.10.510.10
1LK3,1.20.1250.10
1LK3,2.60.40.10
5Q4H,3.60.15.10
5Q4H,3.40.50.12650
1YZF,3.40.50.1110
1NXP,3.40.50.2300
5UFG,1.10.630.10
3AP6,2.60.120.200
5T4Z,2.60.40.10
5XFY,3.40.50.1820
1SS4,3.10.180.10
3D10,1.10.238.10
5HZ6,2.40.128.20
2FE5,2.30.42.10
5UTA,1.10.490.10
1CTF,3.30.1390.10
3K91,2.60.40.200
3CVE,1.20.5.1700
3OK0,1.10.530.10
6D4C,3.40.50.720
3QXM,3.40.190.10
5B6I,3.40.50.10790
5B6I,2.40.30.90
2ZGA,2.40.70.10
4MO5,3.30.420.40
2OEK,3.30.70.150
2OEK,3.20.20.110
5P8Q,2.40.70.10
1I5R,3.40.50.720
1MGQ,2.30.30.100
5IHZ,2.60.40.10
2HKD,2.40.128.160
2HKD,3.90.930.1
4E33,6.20.50.110
4E33,3.40.50.150
4E33,6.10.250.3100
4E33,3.40.50.720
4TW6,3.10.50.40
2W61,3.20.20.80
2W61,1.20.58.1040
6IG1,3.30.70.270
6IG1,3.40.1170.60
6IG1,1.10.150.20
6IG1,3.30.1490.100
5FVB,1.10.490.20
5P1C,2.40.70.10
5GI7,3.40.630.30
4DXH,3.90.180.10
4DXH,3.40.50.720
5IVT,2.40.70.10
4REH,3.30.530.20
4GCR,2.60.20.10
5W9D,1.10.565.10
4G9B,3.40.50.1000
4G9B,1.10.150.240
2J7U,3.30.70.2840
2J7U,1.10.260.90
5PIM,2.60.120.650
4YMI,3.40.50.620
3IMG,3.40.50.620
3IMG,3.30.1300.10
5Q22,3.60.15.10
5Q22,3.40.50.12650
2O29,2.40.155.10
5UY9,2.20.70.10
5UY9,3.10.50.40
2GOM,1.10.10.1270
5UD1,3.20.20.70
4UST,3.30.70.1230
1IYB,3.90.730.10
6F1P,1.10.530.10
1JL7,1.10.490.10
2X2O,3.40.50.360
5D3V,2.30.29.30
3S6B,3.90.230.10
3WHA,3.30.565.10
1QT8,1.10.530.40
1SLM,3.40.390.10
2ZZ3,3.20.20.70
2OC5,1.20.1260.10
5FF2,3.20.20.70
4QBC,2.80.10.50
4FUU,3.40.630.10
3ABA,1.10.630.10
6DJ7,2.40.70.10
2VK6,2.120.10.10
2VK6,2.40.220.10
6E5Y,3.40.50.620
6E5Y,3.90.1260.10
6E5Y,1.10.287.400
5OFH,2.60.40.420
2BDY,2.40.10.10
4XJD,1.10.530.10
3HJB,3.40.50.10490
3HJB,1.10.1390.10
4MHN,3.40.630.10
3G8U,3.30.50.10
2FLH,3.30.530.20
3KJT,3.40.190.10
4N13,3.40.190.10
3L39,1.20.58.220
4TPO,1.10.630.10
3PE8,3.90.226.10
1E73,3.20.20.80
4U94,3.90.1200.10
5PG7,1.20.920.10
1U1P,3.30.70.330
5Q2Y,3.60.15.10
5Q2Y,3.40.50.12650
2FZB,3.20.20.100
2WGT,2.60.90.10
5NJQ,1.10.530.10
5EX5,3.30.420.40
5EX5,3.30.30.30
5EX5,3.90.640.10
4LLW,2.60.40.10
1LB6,2.60.210.10
5AI8,3.40.50.1000
5AI8,1.10.150.240
5AI8,3.40.50.1820
4JM4,2.60.40.10
4H3J,2.40.70.10
1UWT,3.20.20.80
2A7D,1.10.530.10
3T7X,2.40.70.10
2D7V,3.30.300.20
5UKD,3.40.50.300
4QU5,3.40.50.1460
4EKB,2.60.110.10
3K04,1.10.287.70
5XKV,1.10.490.10
3QOP,2.60.120.10
3QOP,1.10.10.10
5OD2,3.40.1190.20
5OD2,3.30.1110.20
4LSC,3.80.10.10
1M4D,3.40.630.30
4D7A,3.40.50.720
5I5M,2.130.10.10
5I5M,2.60.40.420
2VYW,1.10.490.10
4TN9,2.60.40.10
3B9G,3.90.245.10
1TFU,3.40.50.620
2OJH,2.120.10.30
1KT9,3.90.79.10
4DOK,3.50.70.10
4DOK,1.10.890.20
5U82,3.30.450.410
2VRI,3.40.220.10
5W0G,3.30.70.330
4KWL,2.60.120.10
5PUX,1.20.920.10
4YDL,2.170.40.20
4YDL,2.60.40.10
4NBV,3.40.50.720
6CGY,3.60.15.10
4RJE,3.20.20.70
3PLK,2.40.10.10
5X16,3.40.50.1220
5X16,2.20.28.200
2NNQ,2.40.128.20
4LC3,3.40.640.10
4LC3,3.90.1150.10
1CI3,2.60.40.830
1CI3,2.40.50.100
5LDG,3.40.50.720
6QBS,3.90.70.10
3A6B,2.60.40.10
3A6B,1.10.530.10
5K2Z,3.20.20.70
1SXX,2.40.128.20
5ODY,2.60.120.200
5A8A,2.40.30.30
1LII,3.40.1190.20
1LII,3.30.1110.10
6AV0,3.90.340.10
6AV0,3.90.440.10
6AV0,3.90.1230.10
4CLF,3.30.70.1230
4R73,3.40.190.10
2VB9,3.40.47.10
4JTG,3.20.20.70
5ORS,3.30.200.20
5ORS,1.10.510.10
2CXA,3.30.70.3550
2CXA,3.40.630.70
4XAG,3.20.20.140
4MTY,3.10.200.10
5SZB,3.30.40.10
2B1L,3.40.30.10
4M5A,3.40.420.10
4M5A,4.10.470.10
4DM5,3.30.1450.10
2FCK,3.40.630.30
2P3T,2.10.25.10
2P3T,2.40.10.10
3K7G,3.30.1380.10
3DGP,3.30.70.2610
3DGP,3.30.70.1220
3RIX,3.40.50.12780
2BIV,2.30.30.140
2DY0,3.40.50.2020
4YB6,3.40.190.10
4YB6,3.30.70.120
3IB4,2.60.40.10
3VQG,2.30.42.10
2FQE,2.60.40.420
3KOQ,3.40.109.10
1L67,1.10.530.40
1OUA,1.10.530.10
1Y0B,3.40.50.2020
3PJ5,2.40.155.10
5NAT,2.40.10.10
2YN1,3.40.30.10
5EO8,2.120.10.70
5C5N,2.40.10.10
5C5N,1.10.1840.10
2PYX,3.50.50.60
5Q7V,3.60.15.10
5Q7V,3.40.50.12650
4A7T,2.60.40.200
1YHL,1.10.600.10
4EIS,2.70.50.70
5H02,3.40.50.150
5LB1,2.60.40.3710
5LB1,2.40.440.10
4F28,3.40.5.90
4IQB,3.30.572.10
5NON,3.30.530.20
4JD7,3.10.310.10
3GSH,1.10.110.10
4LQT,2.40.155.10
2EUN,1.10.520.10
2EUN,1.10.420.10
3JSZ,1.10.1740.130
3JSZ,1.20.120.990
4CJ0,2.60.40.10
4CJ0,1.50.10.10
4CJ0,2.40.50.40
4Z4D,2.170.260.10
4Z4D,3.40.50.2300
4Z4D,3.30.420.10
5UBG,3.40.190.10
1CBL,1.10.490.10
3NFA,3.30.420.10
2H6H,1.25.40.120
2H6H,1.50.10.20
3QFS,2.40.30.10
3QFS,1.20.990.10
3QFS,3.40.50.80
1F8N,2.60.60.20
1F8N,4.10.375.10
1F8N,4.10.372.10
1F8N,3.10.450.60
1F8N,1.20.245.10
2AFQ,2.40.10.10
3HT7,1.10.530.40
1AX1,2.60.120.200
2FA5,1.10.10.10
6D0C,3.30.450.20
3B0J,3.90.480.20
3B0J,3.30.413.10
2V1B,3.30.450.20
1JXG,2.60.40.420
2ZCA,1.10.520.40
2OVS,2.40.128.380
5P4Q,2.40.70.10
1XZO,3.40.30.10
1XEG,3.10.200.10
1MXY,3.40.190.10
4N6W,1.10.3210.10
5MLI,1.20.920.10
3FPC,3.90.180.10
3FPC,3.40.50.720
2DRI,3.40.50.2300
4L74,3.40.50.720
4L74,1.20.5.870
4L74,3.30.70.1450
4DTH,1.10.3680.20
4PI3,3.90.70.10
3MXD,2.40.70.10
3W3E,1.10.530.10
3W3E,3.30.20.10
4RAH,2.60.40.10
3NK9,2.40.50.90
5MZC,3.50.50.60
5NM8,3.20.20.10
4UAZ,1.10.150.110
4UAZ,1.10.150.20
4UAZ,3.30.460.10
4UAZ,3.30.210.10
4U7J,3.40.50.620
4U7J,3.90.1260.10
4U7J,1.20.5.470
1S7Q,3.30.500.10
1S7Q,2.60.40.10
4YII,1.10.10.10
4YII,3.10.110.10
5F16,1.10.530.10
2RMC,2.40.100.10
5UU9,3.10.170.10
5UU9,1.10.390.10
1BMA,2.40.10.10
2GKM,1.10.490.10
3X44,3.40.50.1100
3PQH,2.20.220.20
3PQH,2.20.70.60
5EVK,3.60.15.10
1WWJ,3.40.30.10
4CXQ,3.90.1150.10
4CXQ,3.40.640.10
6AM3,1.10.167.10
1V0U,3.30.870.10
5H7E,3.90.1140.10
3K5X,3.20.20.140
5AGN,3.90.340.10
5AGN,3.90.440.10
5AGN,3.90.1230.10
1SHM,2.60.40.10
1JV1,3.90.550.10
1JV1,2.10.10.100
5FB2,1.10.10.10
1XC1,3.40.190.10
4Y67,3.40.50.720
4Y67,1.10.1740.10
2FOV,3.10.200.10
5MJ3,2.60.40.10
5MJ3,1.20.1250.10
5MJ3,1.10.8.1170
4JYD,3.20.20.70
6E1Y,2.130.10.10
5OWP,2.60.40.10
4KL9,3.40.430.10
4XFD,3.40.50.620
3TP5,2.40.50.90
4MYV,2.70.230.10
3HFB,1.10.800.10
3R6K,2.40.510.10
3R6K,2.40.30.120
3ONC,3.20.20.100
5DSF,3.30.450.410
1KRO,3.10.170.10
1KRO,1.10.390.10
4L0M,3.40.50.1580
3WI9,2.60.40.420
6NL6,3.10.20.10
4E6F,3.30.530.80
2H4Y,3.40.50.1460
2H4Y,3.30.70.1470
1RZP,2.60.40.420
4IHE,3.60.70.12
3C8L,3.30.1330.20
5ET5,3.30.540.10
